high_school_counselor_score_out_of_5,average_alumni_giving_rate,peer_assessment_score_out_of_5,graduation_and_retention_rank,classes_with_50_or_more_students,satact_25th_75th_percentile,student_faculty_ratio,location,freshmen_in_top_25_percent_of_high_school_class,student_selectivity_rank,percent_of_faculty_who_are_full_time,alumni_giving_rank,overperformanceunderperformance,freshmen_in_top_10_percent_of_high_school_class,rank,tuition,fall_2013_acceptance_rate,average_freshman_retention_rate,url,six_year_graduation_rate,predicted_graduation_rate,enrollment,faculty_resources_rank,classes_with_fewer_than_20_students,school_name,financial_resources_rank
,1%,2.1,220,9%,19-23,19:1,"Kenosha, WI",34%,187,87.3%,233,-10,10%,"
                RNP
            ","in-state: $7,316, out-of-state: $14,889",68.8%,65%,/best-colleges/uw-parkside-5015,31%,41%,4617,233,44.8%,University of Wisconsin—​Parkside,222
,4.1%,1.5,227,0.3%,18-23,N/A,"Bristol, VA",39%,215,69.1%,219,-19,9%,"
                RNP
            ","$24,642",99%,63%,/best-colleges/virginia-intermont-3752,25%,44%,,106,94.6%,Virginia Intermont College,116
,7.5%,2.5,193,0%,907-1142,13:1,"Norfolk, VA",36%,222,87.6%,209,-9,14%,"
                RNP
            ","$33,286",92.9%,65%,/best-colleges/virginia-wesleyan-3767,44%,53%,1459,57,80.9%,Virginia Wesleyan College,171
,N/A,2.1,207,0.4%,19-24,16:1,"Gunnison, CO",25%,187,91.7%,183,-3,6%,"
                RNP
            ","in-state: $7,874, out-of-state: $18,319",92.3%,64%,/best-colleges/western-state-college-1372,42%,45%,2404,179,55.6%,Western State Colorado University,229
,1.6%,2.1,230,2%,18-22,15:1,"Institute, WV",N/A,192,84%,229,-12,N/A,"
                RNP
            ","in-state: $6,228, out-of-state: $14,558",44.6%,53%,/best-colleges/west-virginia-state-3826,17%,29%,2677,210,53.2%,West Virginia State University,206
,1.5%,2,207,1%,16-24,N/A,"Raleigh, NC",21%,225,48.1%,229,-8,6%,"
                RNP
            ","$23,900",61%,68%,/best-colleges/william-peace-university-2953,38%,46%,,217,54.8%,William Peace University,198
,7.2%,1.8,N/A,0%,N/A,11:1,"Leesburg, FL",N/A,N/A,83.3%,N/A,14,N/A,"
                Unranked
            ","$31,496",64.8%,69%,/best-colleges/beacon-college-33733,81%,67%,190,N/A,100%,Beacon College,N/A
,0.8%,1.6,N/A,0%,N/A,14:1,"New Britain, CT",N/A,N/A,N/A,N/A,N/A,N/A,"
                Unranked
            ","in-state: $8,592, out-of-state: $11,082",N/A,N/A,/best-colleges/charter-oak-state-college-32343,N/A,N/A,1581,N/A,77.7%,Charter Oak State College,N/A
,N/A,1.6,N/A,0%,N/A,N/A,"Chicago, IL",N/A,N/A,45%,N/A,11,N/A,"
                Unranked
            ","$18,795",N/A,32%,/best-colleges/east-west-chicago-university-21686,12%,1%,,N/A,57.4%,East-​West University,N/A
,1.1%,1.9,N/A,0%,N/A,11:1,"Concord, NH",N/A,N/A,8.8%,N/A,7,N/A,"
                Unranked
            ","in-state: $8,775, out-of-state: $9,675",100%,59%,/best-colleges/granite-state-31013,40%,33%,2058,N/A,94.6%,Granite State College,N/A
,27.9%,2.8,N/A,0%,N/A,N/A,"Amherst, MA",44%,N/A,88.7%,N/A,-9,17%,"
                Unranked
            ","$46,625",70.4%,81%,/best-colleges/hampshire-college-4661,65%,74%,1492,N/A,72.3%,Hampshire College,N/A
,N/A,2.1,N/A,N/A,N/A,N/A,"Marlboro, VT",N/A,N/A,N/A,N/A,-9,N/A,"
                Unranked
            ","$38,110",N/A,N/A,/best-colleges/marlboro-college-3690,61%,70%,,N/A,N/A,Marlboro College,N/A
,N/A,1.8,N/A,N/A,N/A,N/A,"Indianapolis, IN",N/A,N/A,N/A,N/A,0,N/A,"
                Unranked
            ","$11,960",N/A,N/A,/best-colleges/martin-university-21408,13%,13%,,N/A,N/A,Martin University,N/A
,N/A,1.8,N/A,N/A,N/A,N/A,"San Jose, CA",N/A,N/A,N/A,N/A,-27,N/A,"
                Unranked
            ","$8,196",N/A,N/A,/best-colleges/national-hispanic-university-25184,19%,46%,,N/A,N/A,National Hispanic University,N/A
,N/A,2,N/A,N/A,N/A,N/A,"Chicago, IL",N/A,N/A,N/A,N/A,-30,N/A,"
                Unranked
            ","$31,527",N/A,N/A,/best-colleges/shimer-college-1756,34%,64%,,N/A,N/A,Shimer College,N/A
,38.5%,2.2,N/A,0%,N/A,N/A,"Craftsbury Common, VT",N/A,N/A,63.9%,N/A,1,N/A,"
                Unranked
            ","$29,894",90.1%,65%,/best-colleges/sterling-college-vermont-21435,52%,51%,,N/A,N/A,Sterling College,N/A
,N/A,1.9,N/A,N/A,N/A,N/A,"Talladega, AL",N/A,N/A,N/A,N/A,-19,N/A,"
                Unranked
            ","$11,492",N/A,N/A,/best-colleges/talladega-college-1046,21%,40%,,N/A,N/A,Talladega College,N/A
,N/A,2.3,N/A,N/A,N/A,N/A,"Merrimack, NH",N/A,N/A,N/A,N/A,-7,N/A,"
                Unranked
            ","$20,400",N/A,40%,/best-colleges/thomas-more-college-merrimack-30431,48%,55%,80,N/A,N/A,Thomas More College of Liberal Arts,N/A
,18.3%,2.9,N/A,1%,1060-1280,12:1,"Collegeville, PA",67%,N/A,87.2%,N/A,3,33%,"
                Unranked
            ","$46,075",66.3%,90%,/best-colleges/ursinus-3385,79%,76%,1596,N/A,81.2%,Ursinus College,N/A
